cycSecs,cycMps,cycGrade,cycRoadType
268,8.320075867,0,0
269,8.421790878,0,0
270,8.524439264,0,0
271,8.628021025,0,0
272,8.732536161,0,0
273,8.837984667,0,0
274,8.944366552,0,0
275,9.051681808,0,0
276,9.15982571,0,0
277,9.268379334,0,0
278,9.377237955,0,0
279,9.486401569,0,0
280,9.59587018,0,0
281,9.705643785,0,0
282,9.815722382,0,0
283,9.926105973,0,0
284,10.03679456,0,0
285,10.14778814,0,0
286,10.25908672,0,0
287,10.37069028,0,0
288,10.48259885,0,0
289,10.59481241,0,0
290,10.70733096,0,0
291,10.82015451,0,0
292,10.93328305,0,0
293,11.04671659,0,0
294,11.16045511,0,0
295,11.27449864,0,0
296,11.38884716,0,0
297,11.50350067,0,0
298,11.61845918,0,0
299,11.73372268,0,0
300,11.84916987,0,0
301,11.9643155,0,0
302,12.07903826,0,0
303,12.19333816,0,0
304,12.30721518,0,0
305,12.42066935,0,0
306,12.53370064,0,0
307,12.64630907,0,0
308,12.75849463,0,0
309,12.87025733,0,0
310,12.98159715,0,0
311,13.09251412,0,0
312,13.20300821,0,0
313,13.31307944,0,0
314,13.42272779,0,0
315,13.53195329,0,0
316,13.64075592,0,0
317,13.74913567,0,0
318,13.85709256,0,0
319,13.96462659,0,0
320,14.07173775,0,0
321,14.17842604,0,0
322,14.28469147,0,0
323,14.39053402,0,0
324,14.49595371,0,0
325,14.60095053,0,0
326,14.70552449,0,0
327,14.80967559,0,0
328,14.91340381,0,0
329,15.01670916,0,0
330,15.11959165,0,0
331,15.22205128,0,0
332,15.32408803,0,0
333,15.42570192,0,0
334,15.52689294,0,0
335,15.62766109,0,0
336,15.72800638,0,0
337,15.8279288,0,0
338,15.92742836,0,0
339,16.02650505,0,0
340,16.12515886,0,0
341,16.22338982,0,0
342,16.3211979,0,0
343,16.41858312,0,0
344,16.51554548,0,0
345,16.61208496,0,0
346,16.70820158,0,0
347,16.80389533,0,0
348,16.89916621,0,0
349,16.99401424,0,0
350,17.08843939,0,0
351,17.18244167,0,0
352,17.27602109,0,0
353,17.36917764,0,0
354,17.46191132,0,0
355,17.55422214,0,0
356,17.64611008,0,0
357,17.73757517,0,0
358,17.82849923,0,0
359,17.91840966,0,0
360,18.00718831,0,0
361,18.09483517,0,0
362,18.18135024,0,0
363,18.26673353,0,0
364,18.35098503,0,0
365,18.43410475,0,0
366,18.51609268,0,0
367,18.59694883,0,0
368,18.67667319,0,0
369,18.75526577,0,0
370,18.83272656,0,0
371,18.90905556,0,0
372,18.98425278,0,0
373,19.05831821,0,0
374,19.13125187,0,0
375,19.20305373,0,0
376,19.2737238,0,0
377,19.3432621,0,0
378,19.4116686,0,0
379,19.47894333,0,0
380,19.54508626,0,0
381,19.61009741,0,0
382,19.67397678,0,0
383,19.73672436,0,0
384,19.79834015,0,0
385,19.85882416,0,0
386,19.91817638,0,0
387,19.97639682,0,0
388,20.03348547,0,0
389,20.08944234,0,0
390,20.14426743,0,0
391,20.19796072,0,0
392,20.25052223,0,0
393,20.30195196,0,0
394,20.3522499,0,0
395,20.40141605,0,0
396,20.44945042,0,0
397,20.496353,0,0
398,20.5421238,0,0
399,20.58676281,0,0
400,20.63027004,0,0
401,20.67264548,0,0
402,20.71388914,0,0
403,20.75400101,0,0
404,20.79298109,0,0
405,20.8308294,0,0
406,20.86754591,0,0
407,20.90313064,0,0
408,20.93758359,0,0
409,20.97090474,0,0
410,21.00309411,0,0
411,21.0341517,0,0
412,21.06407751,0,0
413,21.09287152,0,0
414,21.12053375,0,0
415,21.1470642,0,0
416,21.17246286,0,0
417,21.19672974,0,0
418,21.21986483,0,0
419,21.24186813,0,0
420,21.26273964,0,0
421,21.28247938,0,0
422,21.30108733,0,0
423,21.31856349,0,0
424,21.33490786,0,0
425,21.35012046,0,0
426,21.36420126,0,0
427,21.37715028,0,0
428,21.38896752,0,0
429,21.39965297,0,0
430,21.40920663,0,0
431,21.41762851,0,0
432,21.4249186,0,0
433,21.43107692,0,0
434,21.43610344,0,0
435,21.43999818,0,0
436,21.44276112,0,0
437,21.44439229,0,0
438,21.44489167,0,0
439,21.44425927,0,0
440,21.44249508,0,0
441,21.4395991,0,0
442,21.43557134,0,0
443,21.4304118,0,0
444,21.42412046,0,0
445,21.41669735,0,0
446,21.40814244,0,0
447,21.39845575,0,0
448,21.38763728,0,0
449,21.37568702,0,0
450,21.36260498,0,0
451,21.34839115,0,0
452,21.33304553,0,0
453,21.31656813,0,0
454,21.29895895,0,0
455,21.28021797,0,0
456,21.26034521,0,0
457,21.23934067,0,0
458,21.21720435,0,0
459,21.19393623,0,0
460,21.16953633,0,0
461,21.14400465,0,0
462,21.11734118,0,0
463,21.08954592,0,0
464,21.06061888,0,0
465,21.03056006,0,0
466,20.99936944,0,0
467,20.96704705,0,0
468,20.93359286,0,0
469,20.8990069,0,0
470,20.86328914,0,0
471,20.82643961,0,0
472,20.78845828,0,0
473,20.74934517,0,0
474,20.70910028,0,0
475,20.6677236,0,0
476,20.62521513,0,0
477,20.58157488,0,0
478,20.53680284,0,0
479,20.49089902,0,0
480,20.44386341,0,0
481,20.39569602,0,0
482,20.34639684,0,0
483,20.29596588,0,0
484,20.24440313,0,0
485,20.19170859,0,0
486,20.13788227,0,0
487,20.08292417,0,0
488,20.02683428,0,0
489,19.9696126,0,0
490,19.91125914,0,0
491,19.85177389,0,0
492,19.79115686,0,0
493,19.72940804,0,0
494,19.66652744,0,0
495,19.60251505,0,0
496,19.53737087,0,0
497,19.47109491,0,0
498,19.40368717,0,0
499,19.33514764,0,0
500,19.26547632,0,0
501,19.19467322,0,0
502,19.12273833,0,0
503,19.04967166,0,0
504,18.9754732,0,0
505,18.90014295,0,0
506,18.82368093,0,0
507,18.74608711,0,0
508,18.66736151,0,0
509,18.58750413,0,0
510,18.50651496,0,0
511,18.424394,0,0
512,18.34114126,0,0
513,18.25675673,0,0
514,18.17124042,0,0
515,18.08459232,0,0
516,17.99681244,0,0
517,17.90790077,0,0
518,17.81785731,0,0
519,17.72668207,0,0
520,17.63437505,0,0
521,17.54093624,0,0
522,17.44636564,0,0
523,17.35066326,0,0
524,17.2538291,0,0
525,17.15586314,0,0
526,17.05676541,0,0
527,16.95653588,0,0
528,16.85517457,0,0
529,16.75268148,0,0
530,16.6490566,0,0
531,16.54429993,0,0
532,16.43841148,0,0
533,16.33139125,0,0
534,16.22323923,0,0
535,16.11395542,0,0
536,16.00353983,0,0
537,15.89199245,0,0
538,15.77931329,0,0
539,15.66550234,0,0
540,15.55055961,0,0
541,15.43448509,0,0
542,15.31727878,0,0
543,15.19894069,0,0
544,15.07947082,0,0
545,14.95886915,0,0
546,14.83713571,0,0
547,14.71427048,0,0
548,14.59027346,0,0
549,14.46514466,0,0
550,14.33888407,0,0
551,14.2114917,0,0
552,14.08296754,0,0
