cycSecs,cycMps,cycGrade,cycRoadType
338,15.41755798,0,0
339,15.47169523,0,0
340,15.52594665,0,0
341,15.58031223,0,0
342,15.63479199,0,0
343,15.6893859,0,0
344,15.74409398,0,0
345,15.79891622,0,0
346,15.85385263,0,0
347,15.90890321,0,0
348,15.96406795,0,0
349,16.01934685,0,0
350,16.07473992,0,0
351,16.13024716,0,0
352,16.18586856,0,0
353,16.24160413,0,0
354,16.29745386,0,0
355,16.35341776,0,0
356,16.40949582,0,0
357,16.46568804,0,0
358,16.52199444,0,0
359,16.5782812,0,0
360,16.63401314,0,0
361,16.68905647,0,0
362,16.74341119,0,0
363,16.79707729,0,0
364,16.85005478,0,0
365,16.90234366,0,0
366,16.95394393,0,0
367,17.00485558,0,0
368,17.05507861,0,0
369,17.10461304,0,0
370,17.15345885,0,0
371,17.20161604,0,0
372,17.24908463,0,0
373,17.2958646,0,0
374,17.34195596,0,0
375,17.3873587,0,0
376,17.43207283,0,0
377,17.47609835,0,0
378,17.51943526,0,0
379,17.56208355,0,0
380,17.60404323,0,0
381,17.64531429,0,0
382,17.68589674,0,0
383,17.72579058,0,0
384,17.7649958,0,0
385,17.80351242,0,0
386,17.84134041,0,0
387,17.87847979,0,0
388,17.91493057,0,0
389,17.95069273,0,0
390,17.98576627,0,0
391,18.0201512,0,0
392,18.05384752,0,0
393,18.08685522,0,0
394,18.11917432,0,0
395,18.1508048,0,0
396,18.18174666,0,0
397,18.21199991,0,0
398,18.24156455,0,0
399,18.27044058,0,0
400,18.29862799,0,0
401,18.32612679,0,0
402,18.35293697,0,0
403,18.37905854,0,0
404,18.4044915,0,0
405,18.42923585,0,0
406,18.45329158,0,0
407,18.4766587,0,0
408,18.4993372,0,0
409,18.5213271,0,0
410,18.54262837,0,0
411,18.56324104,0,0
412,18.58316509,0,0
413,18.60240053,0,0
414,18.62094735,0,0
415,18.63880557,0,0
416,18.65597516,0,0
417,18.67245615,0,0
418,18.68824852,0,0
419,18.70335229,0,0
420,18.71776743,0,0
421,18.73149396,0,0
422,18.74453188,0,0
423,18.75688119,0,0
424,18.76854188,0,0
425,18.77951396,0,0
426,18.78979742,0,0
427,18.79939228,0,0
428,18.80829852,0,0
429,18.81651614,0,0
430,18.82404515,0,0
431,18.83088556,0,0
432,18.83703734,0,0
433,18.84250051,0,0
434,18.84727507,0,0
435,18.85136102,0,0
436,18.85475835,0,0
437,18.85746707,0,0
438,18.85948718,0,0
439,18.86081867,0,0
440,18.86146155,0,0
441,18.86141582,0,0
442,18.86068147,0,0
443,18.85925851,0,0
444,18.85714694,0,0
445,18.85434675,0,0
446,18.85085795,0,0
447,18.84668054,0,0
448,18.84181451,0,0
449,18.83625987,0,0
450,18.83001662,0,0
451,18.82308475,0,0
452,18.81546427,0,0
453,18.80715518,0,0
454,18.79815747,0,0
455,18.78847115,0,0
456,18.77809622,0,0
457,18.76703267,0,0
458,18.75528051,0,0
459,18.74283974,0,0
460,18.72971035,0,0
461,18.71589235,0,0
462,18.70138574,0,0
463,18.68619051,0,0
464,18.67030668,0,0
465,18.65373422,0,0
466,18.63647316,0,0
467,18.61852348,0,0
468,18.59988519,0,0
469,18.58055828,0,0
470,18.56054276,0,0
471,18.53983863,0,0
472,18.51844588,0,0
473,18.49636452,0,0
474,18.47359455,0,0
475,18.45013596,0,0
476,18.42598876,0,0
477,18.40115295,0,0
478,18.37562853,0,0
479,18.34941549,0,0
480,18.32251384,0,0
481,18.29492357,0,0
482,18.26664469,0,0
483,18.2376772,0,0
484,18.20802109,0,0
485,18.17767638,0,0
486,18.14664304,0,0
487,18.1149211,0,0
488,18.08251054,0,0
489,18.04941136,0,0
490,18.01562358,0,0
491,17.98114718,0,0
492,17.94598217,0,0
493,17.91012855,0,0
494,17.87358631,0,0
495,17.83635545,0,0
496,17.79843599,0,0
497,17.75982791,0,0
498,17.72053122,0,0
499,17.68054591,0,0
500,17.63987199,0,0
501,17.59850947,0,0
502,17.55645832,0,0
503,17.51371856,0,0
504,17.47029019,0,0
505,17.4261732,0,0
506,17.3813676,0,0
507,17.33587339,0,0
508,17.28969057,0,0
509,17.24281913,0,0
510,17.19525908,0,0
511,17.14701042,0,0
512,17.09807314,0,0
513,17.04844725,0,0
514,16.99813274,0,0
515,16.94712962,0,0
516,16.89543789,0,0
517,16.84305755,0,0
518,16.78998859,0,0
519,16.73623102,0,0
520,16.68178484,0,0
521,16.62665004,0,0
522,16.57082663,0,0
523,16.5143146,0,0
524,16.45711396,0,0
525,16.39922472,0,0
526,16.34064685,0,0
527,16.28138037,0,0
528,16.22142528,0,0
529,16.16078158,0,0
530,16.09944926,0,0
531,16.03742833,0,0
532,15.97471879,0,0
533,15.91132063,0,0
534,15.84723386,0,0
535,15.78245847,0,0
536,15.71699448,0,0
537,15.65084187,0,0
538,15.58400064,0,0
539,15.51647081,0,0
540,15.44825235,0,0
541,15.37934529,0,0
542,15.30974962,0,0
543,15.23946533,0,0
544,15.16849242,0,0
545,15.09683091,0,0
546,15.02448077,0,0
547,14.95144203,0,0
548,14.87771468,0,0
549,14.8032987,0,0
550,14.72819412,0,0
551,14.65240092,0,0
552,14.57591912,0,0
553,14.49874869,0,0
